warehouse_id,location,product_id,category,current_stock
WH01,Bangalore,PRD00164,Grocery,6
WH01,Bangalore,PRD00165,Electronics,19
WH01,Bangalore,PRD00166,Fashion,10
WH01,Bangalore,PRD00167,Beauty,7
WH01,Bangalore,PRD00168,Fashion,5
WH01,Bangalore,PRD00169,Fashion,15
WH01,Bangalore,PRD00170,Electronics,16
WH01,Bangalore,PRD00171,Mobile,4
WH01,Bangalore,PRD00172,Fashion,13
WH01,Bangalore,PRD00173,Beauty,8
WH01,Bangalore,PRD00174,Fashion,16
WH01,Bangalore,PRD00175,Laptop,7
WH01,Bangalore,PRD00176,Accessories,16
WH01,Bangalore,PRD00177,Accessories,11
WH01,Bangalore,PRD00178,Electronics,21
WH01,Bangalore,PRD00179,Accessories,6
WH01,Bangalore,PRD00180,Electronics,10
WH01,Bangalore,PRD00181,Accessories,6
WH01,Bangalore,PRD00182,Electronics,21
WH01,Bangalore,PRD00183,Beauty,20
WH01,Bangalore,PRD00184,Accessories,9
WH01,Bangalore,PRD00185,Home,16
WH01,Bangalore,PRD00186,Grocery,19
WH01,Bangalore,PRD00187,Electronics,14
WH01,Bangalore,PRD00188,Mobile,14
WH01,Bangalore,PRD00189,Fashion,8
WH01,Bangalore,PRD00190,Beauty,6
WH01,Bangalore,PRD00191,Mobile,20
WH01,Bangalore,PRD00192,Accessories,20
WH01,Bangalore,PRD00193,Laptop,15
WH01,Bangalore,PRD00194,Fashion,10
WH01,Bangalore,PRD00195,Fashion,10
WH01,Bangalore,PRD00196,Fashion,17
WH01,Bangalore,PRD00197,Accessories,20
WH01,Bangalore,PRD00198,Laptop,20
WH01,Bangalore,PRD00199,Home,18
WH01,Bangalore,PRD00200,Laptop,16
WH01,Bangalore,PRD00201,Laptop,6
WH01,Bangalore,PRD00202,Electronics,7
WH01,Bangalore,PRD00203,Home,20
WH01,Bangalore,PRD00204,Mobile,15
WH01,Bangalore,PRD00205,Electronics,4
WH01,Bangalore,PRD00206,Laptop,6
WH01,Bangalore,PRD00207,Accessories,16
WH01,Bangalore,PRD00208,Beauty,4
WH01,Bangalore,PRD00209,Electronics,7
WH01,Bangalore,PRD00210,Home,14
WH01,Bangalore,PRD00211,Electronics,16
WH01,Bangalore,PRD00212,Fashion,16
WH01,Bangalore,PRD00213,Fashion,8
WH01,Bangalore,PRD00214,Electronics,17
WH01,Bangalore,PRD00215,Beauty,8
WH01,Bangalore,PRD00216,Electronics,10
WH01,Bangalore,PRD00217,Home,17
WH01,Bangalore,PRD00218,Beauty,16
WH01,Bangalore,PRD00219,Mobile,19
WH01,Bangalore,PRD00220,Mobile,16
WH01,Bangalore,PRD00221,Accessories,14
WH01,Bangalore,PRD00222,Mobile,6
WH01,Bangalore,PRD00223,Mobile,11
WH01,Bangalore,PRD00224,Home,9
WH01,Bangalore,PRD00225,Home,8
WH01,Bangalore,PRD00226,Beauty,22
WH01,Bangalore,PRD00227,Beauty,11
WH01,Bangalore,PRD00228,Grocery,20
WH01,Bangalore,PRD00229,Mobile,15
WH01,Bangalore,PRD00230,Grocery,18
WH01,Bangalore,PRD00231,Fashion,13
WH01,Bangalore,PRD00232,Laptop,14
WH01,Bangalore,PRD00233,Electronics,13
WH01,Bangalore,PRD00234,Beauty,8
WH01,Bangalore,PRD00235,Beauty,17
WH01,Bangalore,PRD00236,Beauty,9
WH01,Bangalore,PRD00237,Grocery,4
WH01,Bangalore,PRD00238,Beauty,16
WH01,Bangalore,PRD00239,Accessories,7
WH01,Bangalore,PRD00240,Fashion,21
WH01,Bangalore,PRD00241,Electronics,21
WH01,Bangalore,PRD00242,Laptop,20
WH01,Bangalore,PRD00243,Beauty,11
WH01,Bangalore,PRD00244,Electronics,4
WH01,Bangalore,PRD00245,Fashion,21
WH01,Bangalore,PRD00246,Laptop,12
WH01,Bangalore,PRD00247,Electronics,21
WH01,Bangalore,PRD00248,Mobile,21
WH01,Bangalore,PRD00249,Home,19
WH01,Bangalore,PRD00250,Beauty,9
WH01,Bangalore,PRD00251,Beauty,11
WH01,Bangalore,PRD00252,Home,19
WH01,Bangalore,PRD00253,Grocery,10
WH01,Bangalore,PRD00254,Electronics,7
WH01,Bangalore,PRD00255,Laptop,14
WH01,Bangalore,PRD00256,Grocery,21
WH01,Bangalore,PRD00257,Mobile,17
WH01,Bangalore,PRD00258,Mobile,14
WH01,Bangalore,PRD00259,Home,6
WH01,Bangalore,PRD00260,Grocery,15
WH01,Bangalore,PRD00261,Mobile,22
WH01,Bangalore,PRD00262,Electronics,7
WH01,Bangalore,PRD00263,Accessories,13
WH01,Bangalore,PRD00264,Accessories,20
WH01,Bangalore,PRD00265,Beauty,17
WH01,Bangalore,PRD00266,Fashion,17
WH01,Bangalore,PRD00267,Home,17
WH01,Bangalore,PRD00268,Fashion,10
WH01,Bangalore,PRD00269,Home,9
WH01,Bangalore,PRD00270,Beauty,19
WH01,Bangalore,PRD00271,Home,19
WH01,Bangalore,PRD00272,Beauty,20
WH01,Bangalore,PRD00273,Home,20
WH01,Bangalore,PRD00274,Accessories,13
WH01,Bangalore,PRD00275,Beauty,13
WH01,Bangalore,PRD00276,Mobile,18
WH01,Bangalore,PRD00277,Home,16
WH01,Bangalore,PRD00278,Accessories,17
WH01,Bangalore,PRD00279,Grocery,18
WH01,Bangalore,PRD00280,Beauty,20
WH01,Bangalore,PRD00281,Mobile,10
WH01,Bangalore,PRD00282,Beauty,11
WH01,Bangalore,PRD00283,Mobile,6
WH01,Bangalore,PRD00284,Beauty,14
WH01,Bangalore,PRD00285,Accessories,5
WH01,Bangalore,PRD00286,Home,12
WH01,Bangalore,PRD00287,Accessories,14
WH01,Bangalore,PRD00288,Grocery,9
WH01,Bangalore,PRD00289,Home,15
WH01,Bangalore,PRD00290,Laptop,5
WH01,Bangalore,PRD00291,Home,5
WH01,Bangalore,PRD00292,Grocery,19
WH01,Bangalore,PRD00293,Laptop,10
WH01,Bangalore,PRD00294,Fashion,6
WH01,Bangalore,PRD00295,Fashion,13
WH01,Bangalore,PRD00296,Beauty,18
WH01,Bangalore,PRD00297,Beauty,8
WH01,Bangalore,PRD00298,Mobile,15
WH01,Bangalore,PRD00299,Mobile,6
WH01,Bangalore,PRD00300,Grocery,5
WH01,Bangalore,PRD00301,Grocery,14
WH01,Bangalore,PRD00302,Laptop,14
WH01,Bangalore,PRD00303,Accessories,15
WH01,Bangalore,PRD00304,Home,17
WH01,Bangalore,PRD00305,Laptop,22
WH01,Bangalore,PRD00306,Accessories,13
WH01,Bangalore,PRD00307,Electronics,10
WH01,Bangalore,PRD00308,Laptop,18
WH01,Bangalore,PRD00309,Mobile,9
WH01,Bangalore,PRD00310,Grocery,12
WH01,Bangalore,PRD00311,Fashion,5
WH01,Bangalore,PRD00312,Accessories,4
WH01,Bangalore,PRD00313,Mobile,21
WH01,Bangalore,PRD00314,Laptop,19
WH01,Bangalore,PRD00315,Electronics,17
WH01,Bangalore,PRD00316,Grocery,11
WH01,Bangalore,PRD00317,Electronics,7
WH01,Bangalore,PRD00318,Laptop,7
WH01,Bangalore,PRD00319,Mobile,9
WH01,Bangalore,PRD00320,Laptop,14
WH01,Bangalore,PRD00321,Grocery,17
WH01,Bangalore,PRD00322,Grocery,16
WH01,Bangalore,PRD00323,Beauty,9
WH01,Bangalore,PRD00324,Laptop,21
WH01,Bangalore,PRD00325,Grocery,17
WH01,Bangalore,PRD00326,Home,14
WH01,Bangalore,PRD00327,Fashion,15
WH01,Bangalore,PRD00328,Mobile,12
WH01,Bangalore,PRD00329,Beauty,8
WH01,Bangalore,PRD00330,Beauty,10
WH01,Bangalore,PRD00331,Mobile,18
WH01,Bangalore,PRD00332,Electronics,4
WH01,Bangalore,PRD00333,Mobile,6
WH01,Bangalore,PRD00334,Beauty,5
WH01,Bangalore,PRD00335,Accessories,5
WH01,Bangalore,PRD00336,Grocery,19
WH01,Bangalore,PRD00337,Accessories,17
WH01,Bangalore,PRD00338,Grocery,13
WH01,Bangalore,PRD00339,Fashion,6
WH01,Bangalore,PRD00340,Accessories,13
WH01,Bangalore,PRD00341,Laptop,13
WH01,Bangalore,PRD00342,Laptop,7
WH01,Bangalore,PRD00343,Mobile,12
WH01,Bangalore,PRD00344,Laptop,11
WH01,Bangalore,PRD00345,Electronics,15
WH01,Bangalore,PRD00346,Beauty,15
WH01,Bangalore,PRD00347,Accessories,5
WH01,Bangalore,PRD00348,Grocery,11
WH01,Bangalore,PRD00349,Beauty,15
WH01,Bangalore,PRD00350,Accessories,13
WH01,Bangalore,PRD00351,Laptop,19
WH01,Bangalore,PRD00352,Fashion,16
WH01,Bangalore,PRD00353,Mobile,7
WH01,Bangalore,PRD00354,Home,5
WH01,Bangalore,PRD00355,Fashion,16
WH01,Bangalore,PRD00356,Accessories,4
WH01,Bangalore,PRD00357,Beauty,15
WH01,Bangalore,PRD00358,Electronics,21
WH01,Bangalore,PRD00359,Grocery,14
WH01,Bangalore,PRD00360,Fashion,11
WH01,Bangalore,PRD00361,Beauty,16
WH01,Bangalore,PRD00362,Grocery,12
WH01,Bangalore,PRD00363,Beauty,14
WH01,Bangalore,PRD00364,Laptop,21
WH01,Bangalore,PRD00365,Laptop,11
WH01,Bangalore,PRD00366,Electronics,21
WH01,Bangalore,PRD00367,Home,20
WH01,Bangalore,PRD00368,Grocery,8
WH01,Bangalore,PRD00369,Fashion,5
WH01,Bangalore,PRD00370,Beauty,6
WH01,Bangalore,PRD00371,Mobile,4
WH01,Bangalore,PRD00372,Beauty,6
WH01,Bangalore,PRD00373,Fashion,16
WH01,Bangalore,PRD00374,Laptop,5
WH01,Bangalore,PRD00375,Mobile,10
WH01,Bangalore,PRD00376,Fashion,19
WH01,Bangalore,PRD00377,Fashion,4
WH01,Bangalore,PRD00378,Accessories,19
WH01,Bangalore,PRD00379,Accessories,9
WH01,Bangalore,PRD00380,Home,6
WH01,Bangalore,PRD00381,Laptop,17
WH01,Bangalore,PRD00382,Fashion,15
WH01,Bangalore,PRD00383,Fashion,20
WH01,Bangalore,PRD00384,Mobile,17
WH01,Bangalore,PRD00385,Home,18
WH01,Bangalore,PRD00386,Fashion,9
WH01,Bangalore,PRD00387,Laptop,7
WH01,Bangalore,PRD00388,Mobile,18
WH01,Bangalore,PRD00389,Home,19
WH01,Bangalore,PRD00390,Laptop,22
WH01,Bangalore,PRD00391,Electronics,11
WH01,Bangalore,PRD00392,Electronics,11
WH01,Bangalore,PRD00393,Home,18
WH01,Bangalore,PRD00394,Electronics,10
WH01,Bangalore,PRD00395,Accessories,21
WH01,Bangalore,PRD00396,Electronics,19
WH01,Bangalore,PRD00397,Beauty,12
WH01,Bangalore,PRD00398,Home,18
WH01,Bangalore,PRD00399,Fashion,18
WH01,Bangalore,PRD00400,Grocery,6
WH01,Bangalore,PRD00401,Accessories,20
WH01,Bangalore,PRD00402,Laptop,13
WH01,Bangalore,PRD00403,Accessories,19
WH01,Bangalore,PRD00404,Fashion,10
WH01,Bangalore,PRD00405,Mobile,20
WH01,Bangalore,PRD00406,Mobile,11
WH01,Bangalore,PRD00407,Accessories,4
WH01,Bangalore,PRD00408,Grocery,20
WH01,Bangalore,PRD00409,Accessories,6
WH01,Bangalore,PRD00410,Fashion,10
WH01,Bangalore,PRD00411,Mobile,21
WH01,Bangalore,PRD00412,Laptop,21
WH01,Bangalore,PRD00413,Fashion,14
WH01,Bangalore,PRD00414,Mobile,15
WH01,Bangalore,PRD00415,Beauty,12
WH01,Bangalore,PRD00416,Mobile,9
WH01,Bangalore,PRD00417,Home,10
WH01,Bangalore,PRD00418,Mobile,16
WH01,Bangalore,PRD00419,Beauty,18
WH01,Bangalore,PRD00420,Laptop,18
WH01,Bangalore,PRD00421,Beauty,18
WH01,Bangalore,PRD00422,Fashion,6
WH01,Bangalore,PRD00423,Accessories,13
WH01,Bangalore,PRD00424,Mobile,5
WH01,Bangalore,PRD00425,Beauty,14
WH01,Bangalore,PRD00426,Electronics,12
WH01,Bangalore,PRD00427,Grocery,20
WH01,Bangalore,PRD00428,Mobile,10
WH01,Bangalore,PRD00429,Beauty,6
WH01,Bangalore,PRD00430,Home,7
WH01,Bangalore,PRD00431,Electronics,18
WH01,Bangalore,PRD00432,Electronics,15
WH01,Bangalore,PRD00433,Home,6
WH01,Bangalore,PRD00434,Laptop,6
WH01,Bangalore,PRD00435,Grocery,17
WH01,Bangalore,PRD00436,Home,5
WH01,Bangalore,PRD00437,Home,19
WH01,Bangalore,PRD00438,Fashion,17
WH01,Bangalore,PRD00439,Accessories,5
WH01,Bangalore,PRD00440,Laptop,6
WH01,Bangalore,PRD00441,Accessories,22
WH01,Bangalore,PRD00442,Laptop,11
WH01,Bangalore,PRD00443,Accessories,11
WH01,Bangalore,PRD00444,Fashion,19
WH01,Bangalore,PRD00445,Laptop,21
WH01,Bangalore,PRD00446,Home,22
WH01,Bangalore,PRD00447,Mobile,18
WH01,Bangalore,PRD00448,Home,11
WH01,Bangalore,PRD00449,Electronics,6
WH01,Bangalore,PRD00450,Grocery,18
WH01,Bangalore,PRD00451,Mobile,14
WH01,Bangalore,PRD00452,Accessories,12
WH01,Bangalore,PRD00453,Home,20
WH01,Bangalore,PRD00454,Laptop,6
WH01,Bangalore,PRD00455,Electronics,13
WH01,Bangalore,PRD00456,Grocery,4
WH01,Bangalore,PRD00457,Fashion,12
WH01,Bangalore,PRD00458,Grocery,5
WH01,Bangalore,PRD00459,Home,6
WH01,Bangalore,PRD00460,Beauty,6
WH01,Bangalore,PRD00461,Accessories,16
WH01,Bangalore,PRD00462,Laptop,17
WH01,Bangalore,PRD00463,Fashion,15
WH01,Bangalore,PRD00464,Home,21
WH01,Bangalore,PRD00465,Fashion,11
WH01,Bangalore,PRD00466,Accessories,9
WH01,Bangalore,PRD00467,Accessories,20
WH01,Bangalore,PRD00468,Grocery,8
WH01,Bangalore,PRD00469,Beauty,21
WH01,Bangalore,PRD00470,Accessories,4
WH01,Bangalore,PRD00471,Fashion,21
WH01,Bangalore,PRD00472,Mobile,5
WH01,Bangalore,PRD00473,Home,20
WH01,Bangalore,PRD00474,Mobile,13
WH01,Bangalore,PRD00475,Fashion,22
WH01,Bangalore,PRD00476,Grocery,5
WH01,Bangalore,PRD00477,Accessories,14
WH01,Bangalore,PRD00478,Beauty,21
WH01,Bangalore,PRD00479,Home,13
WH01,Bangalore,PRD00480,Grocery,15
WH01,Bangalore,PRD00481,Mobile,17
WH01,Bangalore,PRD00482,Laptop,12
WH01,Bangalore,PRD00483,Accessories,15
WH01,Bangalore,PRD00484,Beauty,15
WH01,Bangalore,PRD00485,Mobile,20
WH01,Bangalore,PRD00486,Beauty,5
WH01,Bangalore,PRD00487,Grocery,9
WH01,Bangalore,PRD00488,Laptop,21
WH01,Bangalore,PRD00489,Accessories,20
WH01,Bangalore,PRD00490,Accessories,12
WH01,Bangalore,PRD00491,Grocery,15
WH01,Bangalore,PRD00492,Home,9
WH01,Bangalore,PRD00493,Electronics,7
WH01,Bangalore,PRD00494,Fashion,12
WH01,Bangalore,PRD00495,Fashion,10
WH01,Bangalore,PRD00496,Home,15
WH01,Bangalore,PRD00497,Grocery,5
WH01,Bangalore,PRD00498,Electronics,22
WH01,Bangalore,PRD00499,Beauty,22
WH01,Bangalore,PRD00500,Fashion,17
WH01,Bangalore,PRD00501,Beauty,14
WH01,Bangalore,PRD00502,Grocery,10
WH01,Bangalore,PRD00503,Grocery,19
WH01,Bangalore,PRD00504,Accessories,16
WH01,Bangalore,PRD00505,Grocery,7
WH01,Bangalore,PRD00506,Grocery,20
WH01,Bangalore,PRD00507,Fashion,19
WH01,Bangalore,PRD00508,Electronics,21
WH01,Bangalore,PRD00509,Fashion,17
WH01,Bangalore,PRD00510,Accessories,15
WH01,Bangalore,PRD00511,Home,12
WH01,Bangalore,PRD00512,Beauty,21
WH01,Bangalore,PRD00513,Electronics,20
WH01,Bangalore,PRD00514,Fashion,5
WH01,Bangalore,PRD00515,Accessories,4
WH01,Bangalore,PRD00516,Grocery,11
WH01,Bangalore,PRD00517,Home,19
WH01,Bangalore,PRD00518,Laptop,22
WH01,Bangalore,PRD00519,Home,7
WH01,Bangalore,PRD00520,Mobile,15
WH01,Bangalore,PRD00521,Beauty,11
WH01,Bangalore,PRD00522,Laptop,21
WH01,Bangalore,PRD00523,Electronics,19
WH01,Bangalore,PRD00524,Electronics,19
WH01,Bangalore,PRD00525,Grocery,12
WH01,Bangalore,PRD00526,Mobile,11
WH01,Bangalore,PRD00527,Beauty,9
WH01,Bangalore,PRD00528,Beauty,5
WH01,Bangalore,PRD00529,Mobile,20
WH01,Bangalore,PRD00530,Electronics,19
WH01,Bangalore,PRD00531,Home,22
WH01,Bangalore,PRD00532,Beauty,22
WH01,Bangalore,PRD00533,Home,14
WH01,Bangalore,PRD00534,Laptop,18
WH01,Bangalore,PRD00535,Grocery,21
WH01,Bangalore,PRD00536,Home,19
WH01,Bangalore,PRD00537,Fashion,8
WH01,Bangalore,PRD00538,Laptop,12
WH01,Bangalore,PRD00539,Beauty,6
WH01,Bangalore,PRD00540,Beauty,21
WH01,Bangalore,PRD00541,Grocery,15
WH01,Bangalore,PRD00542,Home,8
WH01,Bangalore,PRD00543,Home,16
WH01,Bangalore,PRD00544,Electronics,15
WH01,Bangalore,PRD00545,Electronics,10
WH01,Bangalore,PRD00546,Electronics,6
WH01,Bangalore,PRD00547,Mobile,16
WH01,Bangalore,PRD00548,Grocery,13
WH01,Bangalore,PRD00549,Accessories,18
WH01,Bangalore,PRD00550,Electronics,13
WH01,Bangalore,PRD00551,Laptop,19
WH01,Bangalore,PRD00552,Fashion,14
WH01,Bangalore,PRD00553,Fashion,14
WH01,Bangalore,PRD00554,Electronics,20
WH01,Bangalore,PRD00555,Home,11
WH01,Bangalore,PRD00556,Home,6
WH01,Bangalore,PRD00557,Electronics,5
WH01,Bangalore,PRD00558,Fashion,18
WH01,Bangalore,PRD00559,Mobile,15
WH01,Bangalore,PRD00560,Grocery,17
WH01,Bangalore,PRD00561,Grocery,8
WH01,Bangalore,PRD00562,Laptop,6
WH01,Bangalore,PRD00563,Fashion,4
WH01,Bangalore,PRD00564,Mobile,10
WH01,Bangalore,PRD00565,Mobile,15
WH01,Bangalore,PRD00566,Mobile,11
WH01,Bangalore,PRD00567,Grocery,12
WH01,Bangalore,PRD00568,Electronics,20
WH01,Bangalore,PRD00569,Electronics,10
WH01,Bangalore,PRD00570,Laptop,13
WH01,Bangalore,PRD00571,Mobile,18
WH01,Bangalore,PRD00572,Grocery,11
WH01,Bangalore,PRD00573,Home,15
WH01,Bangalore,PRD00574,Fashion,20
WH01,Bangalore,PRD00575,Beauty,21
WH01,Bangalore,PRD00576,Grocery,7
WH01,Bangalore,PRD00577,Electronics,21
WH01,Bangalore,PRD00578,Fashion,13
WH01,Bangalore,PRD00579,Fashion,9
WH01,Bangalore,PRD00580,Accessories,12
WH01,Bangalore,PRD00581,Home,22
WH01,Bangalore,PRD00582,Mobile,13
WH01,Bangalore,PRD00583,Fashion,10
WH01,Bangalore,PRD00584,Accessories,15
WH01,Bangalore,PRD00585,Grocery,8
WH01,Bangalore,PRD00586,Fashion,5
WH01,Bangalore,PRD00587,Grocery,6
WH01,Bangalore,PRD00588,Mobile,6
WH01,Bangalore,PRD00589,Home,7
WH01,Bangalore,PRD00590,Grocery,6
WH01,Bangalore,PRD00591,Fashion,16
WH01,Bangalore,PRD00592,Accessories,7
WH01,Bangalore,PRD00593,Fashion,10
WH01,Bangalore,PRD00594,Home,20
WH01,Bangalore,PRD00595,Grocery,13
WH01,Bangalore,PRD00596,Electronics,16
WH01,Bangalore,PRD00597,Accessories,7
WH01,Bangalore,PRD00598,Grocery,7
WH01,Bangalore,PRD00599,Beauty,5
WH01,Bangalore,PRD00600,Mobile,7
WH01,Bangalore,PRD00601,Accessories,9
WH01,Bangalore,PRD00602,Home,7
WH01,Bangalore,PRD00603,Electronics,6
WH01,Bangalore,PRD00604,Grocery,6
WH01,Bangalore,PRD00605,Home,12
WH01,Bangalore,PRD00606,Accessories,8
WH01,Bangalore,PRD00607,Beauty,11
WH01,Bangalore,PRD00608,Accessories,13
WH01,Bangalore,PRD00609,Mobile,16
WH01,Bangalore,PRD00610,Fashion,5
WH01,Bangalore,PRD00611,Beauty,18
WH01,Bangalore,PRD00612,Laptop,15
WH01,Bangalore,PRD00613,Mobile,5
WH01,Bangalore,PRD00614,Mobile,20
